,Date,Close,High,Low,Open,Volume
42,6/30/2021,"4,089.05","4,213.43","4,082.19","4,163.90",0
43,5/31/2021,"4,132.62","4,145.47","3,981.22","4,024.55",0
44,4/30/2021,"3,998.89","4,050.98","3,896.66","3,896.66",0
45,3/31/2021,"3,871.77","3,930.58","3,762.36","3,828.61",0
46,2/28/2021,"3,775.30","3,921.95","3,710.81","3,710.81",0
47,1/31/2021,"3,682.40","3,831.91","3,682.40","3,717.36",0
48,12/31/2020,"3,717.36","3,739.14","3,581.29","3,581.29",0
49,11/30/2020,"3,545.26","3,590.34","3,123.62","3,123.62",0
50,10/31/2020,"3,082.26","3,321.28","3,082.26","3,215.03",0
51,9/30/2020,"3,205.14","3,306.38","3,150.45","3,275.68",0
52,8/31/2020,"3,284.46","3,291.58","3,139.87","3,139.87",0
53,7/31/2020,"3,111.55","3,196.86","3,033.97","3,033.97",0
54,6/30/2020,"3,028.06","3,153.14","2,935.65","2,935.65",0
55,5/31/2020,"2,904.18","2,904.18","2,711.53","2,762.87",0
56,4/30/2020,"2,802.33","2,814.64","2,483.91","2,534.28",0
57,3/31/2020,"2,605.58","3,124.28","2,239.66","3,076.60",0
58,2/29/2020,"3,041.32","3,420.80","3,041.32","3,328.83",0
59,1/31/2020,"3,341.94","3,443.57","3,341.94","3,411.47",0
60,12/31/2019,"3,411.41","3,417.31","3,276.01","3,291.45",0
61,11/30/2019,"3,300.11","3,315.26","3,254.87","3,254.87",0
62,10/31/2019,"3,250.36","3,250.36","3,080.04","3,085.32",0
63,9/30/2019,"3,146.88","3,181.93","3,050.53","3,050.53",0
64,8/31/2019,"3,059.63","3,127.68","2,979.02","3,127.68",0
65,7/31/2019,"3,134.58","3,216.23","3,134.58","3,183.36",0
66,6/30/2019,"3,168.58","3,168.58","3,003.94","3,003.94",0
67,5/31/2019,"2,996.59","3,147.46","2,996.59","3,147.46",0
68,4/30/2019,"3,141.74","3,147.75","3,089.03","3,089.49",0
69,3/31/2019,"3,055.53","3,092.07","2,984.55","3,044.96",0
70,2/28/2019,"3,037.22","3,046.39","2,920.09","2,961.31",0
71,1/31/2019,"2,964.07","2,964.07","2,749.72","2,763.60",0
72,12/31/2018,"2,763.47","2,958.96","2,693.17","2,958.96",0
73,11/30/2018,"2,918.09","2,992.53","2,879.31","2,920.81",0
74,10/31/2018,"2,878.66","3,178.03","2,862.62","3,178.03",0
75,9/30/2018,"3,179.67","3,214.65","3,070.43","3,147.41",0
76,8/31/2018,"3,157.33","3,203.18","3,070.53","3,203.18",0
77,7/31/2018,"3,210.46","3,220.44","3,097.38","3,097.38",0
78,6/30/2018,"3,108.85","3,238.64","3,108.85","3,186.64",0
79,5/31/2018,"3,178.15","3,283.95","3,165.47","3,207.74",0
80,4/30/2018,"3,229.40","3,258.83","3,133.72","3,156.95",0
81,3/31/2018,"3,160.13","3,224.55","3,127.83","3,164.91",0
82,2/28/2018,"3,208.05","3,364.89","3,110.34","3,364.89",0
83,1/31/2018,"3,361.38","3,412.68","3,210.78","3,210.78",0
84,12/31/2017,"3,210.66","3,210.66","3,110.64","3,130.50",0
85,11/30/2017,"3,151.15","3,157.16","3,075.78","3,116.76",0
86,10/31/2017,"3,112.91","3,122.81","3,071.05","3,071.05",0
87,9/30/2017,"3,073.30","3,077.59","2,998.84","3,008.43",0
88,8/31/2017,"2,994.25","3,018.61","2,964.45","3,015.29",0
89,7/31/2017,"2,991.89","2,991.89","2,888.11","2,907.06",0
90,6/30/2017,"2,903.37","2,938.83","2,885.45","2,908.97",0
91,5/31/2017,"2,898.19","2,900.51","2,807.44","2,807.44",0
92,4/30/2017,"2,800.33","2,805.87","2,718.18","2,726.25",0
93,3/31/2017,"2,734.76","2,755.04","2,656.11","2,668.87",0
94,2/28/2017,"2,666.69","2,684.06","2,630.28","2,634.82",0
95,1/31/2017,"2,630.46","2,647.96","2,536.47","2,536.47",0
96,12/31/2016,"2,557.55","2,578.51","2,481.04","2,481.09",0
97,11/30/2016,"2,477.34","2,521.53","2,453.10","2,521.53",0
98,10/31/2016,"2,520.52","2,576.10","2,506.35","2,573.54",0
99,9/30/2016,"2,573.54","2,615.06","2,512.99","2,553.11",0
100,8/31/2016,"2,537.55","2,580.76","2,488.52","2,528.15",0
101,7/31/2016,"2,539.01","2,539.01","2,371.98","2,435.65",0
102,6/30/2016,"2,416.45","2,548.89","2,291.35","2,485.08",0
103,5/31/2016,"2,495.15","2,504.19","2,421.15","2,504.19",0
104,4/30/2016,"2,514.85","2,532.48","2,355.87","2,385.20",0
105,3/31/2016,"2,435.04","2,445.83","2,297.14","2,297.14",0
106,2/29/2016,"2,275.80","2,321.88","2,167.13","2,321.88",0
107,1/31/2016,"2,302.78","2,473.48","2,186.08","2,473.48",0
108,12/31/2015,"2,473.48","2,529.65","2,402.77","2,529.65",0
109,11/30/2015,"2,509.85","2,535.59","2,460.55","2,535.59",0
110,10/31/2015,"2,545.39","2,555.43","2,387.98","2,387.98",0
111,9/30/2015,"2,371.30","2,485.70","2,322.40","2,431.50",0
112,8/31/2015,"2,489.90","2,679.31","2,425.00","2,668.77",0
113,7/31/2015,"2,673.08","2,693.31","2,562.29","2,653.67",0
114,6/30/2015,"2,637.16","2,740.49","2,637.16","2,699.52",0
115,5/31/2015,"2,708.53","2,780.78","2,694.32","2,718.27",0
116,4/30/2015,"2,725.44","2,761.16","2,611.70","2,611.70",0
117,3/31/2015,"2,608.10","2,672.06","2,541.76","2,639.84",0
118,2/28/2015,"2,648.77","2,648.77","2,514.25","2,514.25",0
119,1/31/2015,"2,498.60","2,535.14","2,400.72","2,508.97",0
120,12/31/2014,"2,508.94","2,579.58","2,432.46","2,579.58",0
121,11/30/2014,"2,587.56","2,608.41","2,529.87","2,529.87",0
122,10/31/2014,"2,559.50","2,580.89","2,418.12","2,580.89",0
123,9/30/2014,"2,603.17","2,735.02","2,603.17","2,718.83",0
124,8/31/2014,"2,720.01","2,733.05","2,634.07","2,696.09",0
125,7/31/2014,"2,716.80","2,800.22","2,716.80","2,785.98",0
126,6/30/2014,"2,768.90","2,784.14","2,727.82","2,732.18",0
127,5/31/2014,"2,725.83","2,725.83","2,674.77","2,691.50",0
128,4/30/2014,"2,682.50","2,682.50","2,602.96","2,656.52",0
129,3/31/2014,"2,645.21","2,665.53","2,568.05","2,608.11",0
130,2/28/2014,"2,653.47","2,653.47","2,459.85","2,490.00",0
131,1/31/2014,"2,513.23","2,623.08","2,513.23","2,611.28",0
132,12/31/2013,"2,611.16","2,611.16","2,482.37","2,553.90",0
133,11/30/2013,"2,570.02","2,572.08","2,513.83","2,530.34",0
134,10/31/2013,"2,555.31","2,582.29","2,436.39","2,483.61",0
135,9/30/2013,"2,473.46","2,502.67","2,336.26","2,336.26",0
136,8/31/2013,"2,307.13","2,404.81","2,307.13","2,355.81",0
137,7/31/2013,"2,334.32","2,372.15","2,225.96","2,237.46",0
138,6/30/2013,"2,215.75","2,317.46","2,161.56","2,289.78",0
139,5/31/2013,"2,301.19","2,394.45","2,301.19","2,343.88",0
140,4/30/2013,"2,350.64","2,350.64","2,224.37","2,239.72",0
141,3/31/2013,"2,251.01","2,289.16","2,211.43","2,212.12",0
142,2/28/2013,"2,228.68","2,260.80","2,194.72","2,260.80",0
143,1/31/2013,"2,246.82","2,253.27","2,141.02","2,141.02",0
144,12/31/2012,"2,140.81","2,157.18","2,081.65","2,081.65",0
145,11/30/2012,"2,074.51","2,074.51","1,961.40","2,047.89",0
146,10/31/2012,"2,034.88","2,085.98","2,013.14","2,038.31",0
147,9/30/2012,"2,021.00","2,089.49","1,943.13","1,962.84",0
148,8/31/2012,"1,957.88","1,993.21","1,876.82","1,903.09",0
149,7/31/2012,"1,904.78","1,915.08","1,811.19","1,890.38",0
150,6/30/2012,"1,880.28","1,880.28","1,735.38","1,741.81",0
151,5/31/2012,"1,770.14","1,991.42","1,770.14","1,991.42",0
152,4/30/2012,"1,994.06","2,044.29","1,931.91","2,044.29",0
153,3/31/2012,"2,022.20","2,055.87","1,964.08","2,038.80",0
154,2/29/2012,"2,035.24","2,038.00","1,963.21","1,963.21",0
155,1/31/2012,"1,928.93","1,949.22","1,820.62","1,834.92",0
156,12/31/2011,"1,824.16","1,875.99","1,753.46","1,847.61",0
157,11/30/2011,"1,845.15","1,896.57","1,706.97","1,853.80",0
158,10/31/2011,"1,934.41","2,001.83","1,682.91","1,723.77",0
159,9/30/2011,"1,765.90","1,961.71","1,720.52","1,961.71",0
160,8/31/2011,"1,965.10","2,127.07","1,857.43","2,127.07",0
161,7/31/2011,"2,145.51","2,202.97","2,096.87","2,188.46",0
162,6/30/2011,"2,178.01","2,196.85","2,077.92","2,196.85",0
163,5/31/2011,"2,206.01","2,284.70","2,120.55","2,284.70",0
164,4/30/2011,"2,270.29","2,270.29","2,131.37","2,161.41",0
165,3/31/2011,"2,153.27","2,192.86","2,009.86","2,190.08",0
166,2/28/2011,"2,189.25","2,195.89","2,143.54","2,150.25",0
167,1/31/2011,"2,114.03","2,133.21","2,038.86","2,075.11",0
168,12/31/2010,"2,072.64","2,072.64","1,944.68","1,944.68",0
169,11/30/2010,"1,912.30","2,061.73","1,912.30","1,993.44",0
170,10/31/2010,"1,991.08","2,018.54","1,917.94","1,931.17",0
171,9/30/2010,"1,923.52","1,932.00","1,799.27","1,799.27",0
172,8/31/2010,"1,751.91","1,868.56","1,719.68","1,861.03",0
173,7/31/2010,"1,805.00","1,816.52","1,642.82","1,642.82",0
174,6/30/2010,"1,653.73","1,768.79","1,615.91","1,672.96",0
175,5/31/2010,"1,675.38","1,868.27","1,600.78","1,868.27",0
176,4/30/2010,"1,879.35","1,962.94","1,856.20","1,922.49",0
177,3/31/2010,"1,899.53","1,904.27","1,788.01","1,788.01",0
178,2/28/2010,"1,781.94","1,816.76","1,725.68","1,789.85",0
179,1/31/2010,"1,783.85","1,936.31","1,783.85","1,864.00",0
180,12/31/2009,"1,864.00","1,893.49","1,808.93","1,882.74",0
181,11/30/2009,"1,833.84","1,890.72","1,770.02","1,790.84",0
182,10/31/2009,"1,792.18","1,893.35","1,754.87","1,788.43",0
183,9/30/2009,"1,820.51","1,849.31","1,702.81","1,721.58",0
184,8/31/2009,"1,744.61","1,756.72","1,648.21","1,701.31",0
185,7/31/2009,"1,661.14","1,661.14","1,457.11","1,543.05",0
186,6/30/2009,"1,522.20","1,587.39","1,480.43","1,571.78",0
187,5/31/2009,"1,534.98","1,534.98","1,363.84","1,363.84",0
188,4/30/2009,"1,361.15","1,361.15","1,224.43","1,224.43",0
189,3/31/2009,"1,207.02","1,261.03","1,041.07","1,078.96",0
190,2/28/2009,"1,133.84","1,302.22","1,127.84","1,228.38",0
191,1/31/2009,"1,256.61","1,429.09","1,210.48","1,379.18",0
192,12/31/2008,"1,379.08","1,402.66","1,211.61","1,245.69",0
193,11/30/2008,"1,307.60","1,481.22","1,170.29","1,397.33",0
194,10/31/2008,"1,379.79","1,758.36","1,199.20","1,758.36",0
195,9/30/2008,"1,745.78","2,019.45","1,745.78","2,019.45",0
196,8/31/2008,"2,046.31","2,106.88","1,978.47","2,098.10",0
197,7/31/2008,"2,130.28","2,179.33","2,077.86","2,179.33",0
198,6/30/2008,"2,213.27","2,390.36","2,203.35","2,390.36",0
199,5/31/2008,"2,397.12","2,451.44","2,341.39","2,341.39",0
200,4/30/2008,"2,355.00","2,363.43","2,252.45","2,252.45",0
201,3/31/2008,"2,235.21","2,246.86","2,126.46","2,225.63",0
202,2/29/2008,"2,266.26","2,314.06","2,128.32","2,254.28",0
203,1/31/2008,"2,219.45","2,438.23","2,080.51","2,437.45",0
204,12/31/2007,"2,437.34","2,514.31","2,356.22","2,476.88",0
205,11/30/2007,"2,483.51","2,560.16","2,379.64","2,560.16",0
206,10/31/2007,"2,584.55","2,584.55","2,451.92","2,490.31",0
207,9/30/2007,"2,476.00","2,476.00","2,301.77","2,352.29",0
208,8/31/2007,"2,348.45","2,394.57","2,189.64","2,350.10",0
209,7/31/2007,"2,390.19","2,503.93","2,353.71","2,439.38",0
210,6/30/2007,"2,420.93","2,444.67","2,364.75","2,435.48",0
211,5/31/2007,"2,419.96","2,419.96","2,357.86","2,357.86",0
212,4/30/2007,"2,369.03","2,373.93","2,272.32","2,272.32",0
213,3/31/2007,"2,267.22","2,274.86","2,135.76","2,189.25",0
214,2/28/2007,"2,208.37","2,292.73","2,208.37","2,218.82",0
215,1/31/2007,"2,190.11","2,203.96","2,124.83","2,174.02",0
216,12/31/2006,"2,174.12","2,174.12","2,115.45","2,115.45",0
217,11/30/2006,"2,115.19","2,115.19","2,049.55","2,059.35",0
218,10/31/2006,"2,054.62","2,058.89","1,978.36","1,990.54",0
219,9/30/2006,"1,977.02","2,008.23","1,927.40","1,985.41",0
220,8/31/2006,"1,978.39","1,978.39","1,910.81","1,910.81",0
221,7/31/2006,"1,924.98","1,929.58","1,795.96","1,921.35",0
222,6/30/2006,"1,912.73","1,947.85","1,768.66","1,920.79",0
223,5/31/2006,"1,917.38","2,066.83","1,885.52","2,004.23",0
224,4/30/2006,"1,991.01","1,994.38","1,910.07","1,922.11",0
225,3/31/2006,"1,902.34","1,916.65","1,807.04","1,845.16",0
226,2/28/2006,"1,841.36","1,848.96","1,800.26","1,848.96",0
227,1/31/2006,"1,847.95","1,847.95","1,741.77","1,741.77",0
228,12/31/2005,"1,737.69","1,752.82","1,672.64","1,672.64",0
229,11/30/2005,"1,659.20","1,667.49","1,617.92","1,625.01",0
230,10/31/2005,"1,616.80","1,665.51","1,579.49","1,659.59",0
231,9/30/2005,"1,667.41","1,667.41","1,627.32","1,627.32",0
232,8/31/2005,"1,596.90","1,618.09","1,562.27","1,562.27",0
233,7/31/2005,"1,553.33","1,553.33","1,483.88","1,496.01",0
234,6/30/2005,"1,503.50","1,516.52","1,482.83","1,485.88",0
235,5/31/2005,"1,478.54","1,501.27","1,454.79","1,474.15",0
236,4/30/2005,"1,475.02","1,526.58","1,468.34","1,516.05",0
237,3/31/2005,"1,513.31","1,568.91","1,502.37","1,546.12",0
238,2/28/2005,"1,546.80","1,546.80","1,485.29","1,487.41",0
239,1/31/2005,"1,483.28","1,500.24","1,459.08","1,500.24",0
240,12/31/2004,"1,507.18","1,507.18","1,428.73","1,453.64",0
241,11/30/2004,"1,445.43","1,452.43","1,362.81","1,362.81",0
242,10/31/2004,"1,355.96","1,359.40","1,320.50","1,325.67",0
243,9/30/2004,"1,309.51","1,309.51","1,276.97","1,282.44",0
244,8/31/2004,"1,272.24","1,275.65","1,243.08","1,266.64",0
245,7/31/2004,"1,266.96","1,308.87","1,248.94","1,308.62",0
246,6/30/2004,"1,307.73","1,319.73","1,272.15","1,277.78",0
247,5/31/2004,"1,279.61","1,308.78","1,196.71","1,282.52",0
248,4/30/2004,"1,280.09","1,340.16","1,280.09","1,336.28",0
249,3/31/2004,"1,319.39","1,319.39","1,252.98","1,316.05",0
250,2/29/2004,"1,295.38","1,319.51","1,256.45","1,263.45",0
251,1/31/2004,"1,259.21","1,294.69","1,238.01","1,238.01",0
252,12/31/2003,"1,238.01","1,238.01","1,171.12","1,171.12",0
253,11/30/2003,"1,155.40","1,155.40","1,126.83","1,132.43",0
254,10/31/2003,"1,133.77","1,145.56","1,086.22","1,086.22",0
255,9/30/2003,"1,067.53","1,095.12","1,044.06","1,046.35",0
256,8/31/2003,"1,032.52","1,035.19",990.82,"1,000.65",0
257,7/31/2003,"1,003.86","1,018.47",981.48,981.59,0
258,6/30/2003,981.68,"1,021.44",968.25,973.08,0
259,5/31/2003,957.49,960.90,898.92,898.92,0
260,4/30/2003,898.73,898.73,828.09,828.09,0
261,3/31/2003,821.48,846.36,780.83,841.95,0
262,2/28/2003,835.11,859.26,824.97,859.26,0
263,1/31/2003,847.17,905.05,844.46,876.87,0
264,12/31/2002,876.86,899.51,858.23,899.51,0
265,11/30/2002,901.85,902.74,859.84,859.84,0
266,10/31/2002,861.31,861.31,784.04,823.93,0
267,9/30/2002,823.98,908.63,810.75,908.63,0
268,8/31/2002,917.97,949.16,876.86,895.37,0
269,7/31/2002,918.12,"1,017.50",878.78,"1,014.27",0
270,6/30/2002,"1,011.50","1,053.03",972.91,"1,053.03",0
271,5/31/2002,"1,052.12","1,063.37","1,026.24","1,039.89",0
272,4/30/2002,"1,034.97","1,044.55","1,011.19","1,030.12",0
273,3/31/2002,"1,026.32","1,043.96",985.43,985.43,0
274,2/28/2002,973.58,978.56,939.60,966.77,0
275,1/31/2002,968.50,"1,036.07",959.12,"1,017.79",0
276,12/31/2001,"1,017.76","1,039.68",993.31,"1,000.37",0
277,11/30/2001,"1,013.59","1,024.49",986.31,986.31,0
278,10/31/2001,977.23,"1,002.13",942.72,942.72,0
279,9/30/2001,949.20,"1,045.18",877.08,"1,040.59",0
280,8/31/2001,"1,055.61","1,104.75","1,055.61","1,093.27",0
281,7/31/2001,"1,083.23","1,115.99","1,055.78","1,115.99",0
282,6/30/2001,"1,108.56","1,159.44","1,097.20","1,149.65",0
283,5/31/2001,"1,150.12","1,194.68","1,150.12","1,194.09",0
284,4/30/2001,"1,181.33","1,181.33","1,085.58","1,098.10",0
285,3/31/2001,"1,105.05","1,196.57","1,055.31","1,180.00",0
286,2/28/2001,"1,180.48","1,276.80","1,169.85","1,276.80",0
287,1/31/2001,"1,272.01","1,279.98","1,240.94","1,279.98",0
288,12/31/2000,"1,279.99","1,285.63","1,232.63","1,246.82",0
289,11/30/2000,"1,231.59","1,298.18","1,212.00","1,286.09",0
290,10/31/2000,"1,267.89","1,310.92","1,225.96","1,308.40",0
291,9/30/2000,"1,303.21","1,400.92","1,282.78","1,395.69",0
292,8/31/2000,"1,370.22","1,383.51","1,322.66","1,350.15",0
293,7/31/2000,"1,345.30","1,411.21","1,339.54","1,403.05",0
294,6/30/2000,"1,390.58","1,409.99","1,345.53","1,345.53",0
295,5/31/2000,"1,325.67","1,401.71","1,263.50","1,383.81",0
296,4/30/2000,"1,376.29","1,434.23","1,322.65","1,425.12",0
297,3/31/2000,"1,447.49","1,466.96","1,394.70","1,440.05",0
298,2/29/2000,"1,407.48","1,427.13","1,356.26","1,356.26",0
299,1/31/2000,"1,352.31","1,447.49","1,347.80","1,447.49",0
300,12/31/1999,"1,434.04","1,434.04","1,302.57","1,302.57",0
301,11/30/1999,"1,301.02","1,322.77","1,246.46","1,246.46",0
302,10/31/1999,"1,245.28","1,245.28","1,187.65","1,214.50",0
303,9/30/1999,"1,210.32","1,238.88","1,195.56","1,218.16",0
304,8/31/1999,"1,205.09","1,217.60","1,158.08","1,187.14",0
305,7/31/1999,"1,191.39","1,203.78","1,165.74","1,175.14",0
306,6/30/1999,"1,155.51","1,174.94","1,115.94","1,116.61",0
307,5/31/1999,"1,107.78","1,167.87","1,102.58","1,159.70",0
308,4/30/1999,"1,157.80","1,165.91","1,107.82","1,113.18",0
309,3/31/1999,"1,107.36","1,113.58","1,034.92","1,044.37",0
310,2/28/1999,"1,059.20","1,097.87","1,049.32","1,096.60",0
311,1/31/1999,"1,086.04","1,135.36","1,072.49","1,085.80",0
312,12/31/1998,"1,085.80","1,085.80","1,029.45","1,030.33",0
313,11/30/1998,"1,050.39","1,064.38",991.11,"1,028.83",0
314,10/31/1998,"1,003.76","1,003.76",853.03,882.95,0
315,9/30/1998,910.18,985.60,903.50,939.09,0
316,8/31/1998,938.55,"1,052.84",935.08,"1,052.84",0
317,7/31/1998,"1,070.96","1,135.31","1,070.96","1,087.53",0
318,6/30/1998,"1,075.46","1,075.46","1,047.88","1,063.38",0
