"row","response","feat.a","feat.b","feat.c","feat.d","feat.e","feat.f","feat.g","feat.h","feat.i"
46,0,-2.36932574961005,-5.5306008860259,"c",1,-3.2551341281297,-14.3490069208576,"y",8.52768516784308,-3.26282370258697
47,1,-0.208654505897228,-5.97017637477761,"b",1,-1.22485385063037,1.95360292929237,"x",10.8724476034204,-1.18909607036259
48,0,-0.399966060869656,-4.74172131322513,"c",0,0.104596991593562,-18.1970763170387,"y",9.36865605486395,0.0507872089227761
49,1,3.33989535500895,-1.37236427536683,"a",NA,-0.718159752236264,-7.96202503319852,"x",9.40922647043778,-0.666252078684777
50,1,0.749892800584512,-3.91635283808122,"a",0,-4.85833056240786,-9.21724062258771,"x",11.2082374811247,-4.86844371706874
51,0,1.75995554198426,-3.50284840265817,"b",1,-2.01622944998877,-10.1819546909416,"y",10.8362298101433,-2.0459006902414
52,0,0.914359733953891,-4.28476995651631,"b",0,1.52910230264617,-28.0288700331925,"y",8.83271866172401,1.48658433293938
53,0,0.871388628126052,-3.29426090206926,"b",0,-0.18390567586963,-10.6952019376586,"x",8.53621233519045,-0.140709050300111
54,1,5.10580685204337,-5.42751931452572,"b",0,-3.44512087522944,4.13050344580764,"z",11.0866260422864,-3.50666390209442
55,1,0.322687043022197,-2.26313430014704,"b",0,-0.0681475875409264,-9.75096524026626,"x",8.00185999664555,-0.0626289804356004
56,0,5.54941181328862,-3.12294210963797,"b",0,-0.817414946415694,-10.9523454816635,"z",8.59142554970764,-0.841261733810099
57,0,-3.64625841269066,-5.20967923403756,"d",0,0.843707746802229,-11.3291158619078,"z",12.7662239201166,0.812967218873176
58,1,2.75384124890821,-3.91817013128201,"a",0,3.71311720350194,-12.997914349607,"x",10.3206084064639,3.7066872595556
59,0,1.37156273153384,-2.92550257075132,"c",0,-3.53180026212571,-4.831826369272,"y",9.11242228180372,-3.52944903469241
60,1,1.64782470623192,-3.1634035269181,"d",0,-1.5101270439816,-1.25775433529898,"x",7.64421727556195,-1.52488805968
61,1,2.13891844827965,-1.77709897618468,"a",0,-0.777525880684804,5.5896460008529,"y",11.4346208246852,-0.807432870967979
62,0,-0.506970359327907,-4.91948163234228,"c",0,-4.77241000076754,-18.5287303080606,"z",8.89240957683706,-4.74324802872543
63,1,0.000377848991739649,-2.32579507676441,"c",1,-0.562439991920318,-2.83717335453067,"z",10.1937631624921,-0.535995247523593
64,0,-2.05572614932127,-2.44517798508817,"c",0,-1.68633807582486,-7.22587167970574,"z",12.3802485659094,-1.62038530139209
65,1,-2.21537367942673,-4.24372469785428,"b",1,3.97120553715928,-3.71771185142145,"y",9.560968824174,3.93165568076404
66,0,1.91058592421277,-5.46389003923283,"d",1,-6.33595242776671,-14.2537381474103,"z",12.0622985094229,-6.37627740857552
67,1,2.34462933588828,-5.63371778632677,"b",1,2.47644233641497,-5.63590865910842,"z",7.70780991262002,2.44383410646947
68,0,1.15901268019151,-3.31331956308254,"d",0,1.51604933538225,-15.2289102971018,"y",6.47418540292099,1.47015474647708
69,1,3.76680240363921,-4.10669010058134,"a",1,0.970183259240595,-0.722373788897101,"x",10.6544999394907,1.04954853672735
70,0,7.15025405688143,-1.33134599972283,"b",1,-0.20637601455039,-13.5695185338479,"z",12.3807567699559,-0.306757730333534
71,1,-0.473093498169606,-3.19729305925569,"a",0,-1.9216005904084,-5.49162177145673,"x",8.9473031971185,-1.97807276421074
72,1,-5.92750662692244,-4.55791731274524,"c",0,1.71126280156323,-23.0178614154333,"x",9.48973201184643,1.68088944281888
73,1,4.01721557338677,-5.53831337274567,"c",1,-2.27149413007119,-3.38426511125538,"y",11.8522198014422,-2.28107949659642
74,1,-1.12760228774718,-4.87360251190788,"a",1,0.889523635723751,2.86178318161273,"y",9.09077791842128,0.883605835297333
75,1,-1.06402584940207,-3.485667410654,"b",0,0.305278370629274,0.129303014199165,"y",7.75955696394967,0.345870830027929
76,1,4.0767141090901,-4.67640197058498,"d",1,1.65247639287034,2.42938385849042,"x",8.34847029067669,1.70370810064692
77,0,0.145680978846973,-3.22865481965396,"b",0,-1.69309286297698,-16.8475423876919,"z",9.65401273159807,-1.73475450578092
78,0,-2.66215313676361,-4.50150707825467,"b",0,-1.66197525595405,-7.3544110925871,"z",6.90236697768744,-1.65297139756837
79,1,1.54391043924745,-4.15833986319171,"c",0,0.104153127624423,-6.55760790414731,"z",11.6175060875318,0.0366329672117522
80,1,0.583325912682866,-5.09576450921174,"a",0,0.111370311028675,-0.23843481043864,"z",11.1479882086784,0.14703113427584
81,0,1.01729255769966,-1.14243462263694,"c",1,2.24799670800451,-7.34225501230847,"z",11.6852613277338,2.2130252213737
82,0,2.15584120337899,-3.50106740279441,"a",0,0.470798856772136,-7.62623132812123,"z",13.0910783481935,0.488592617535015
83,1,-0.111980095377228,-3.65404953925082,"d",1,-0.210319921304703,7.42502600089941,"z",11.9749316495332,-0.250118475836152
84,1,2.9331296455565,-6.5377936223261,"b",0,1.18523968783089,2.72748102422884,"z",12.8959977867742,1.18591540311545
85,0,0.338540314543748,-3.01031215067601,"c",0,-1.58721563152552,-20.0515570373743,"z",9.29949301449158,-1.58751261475281
86,0,1.99534589174709,-5.53543538331957,"c",0,1.68594379255819,-9.07688634395916,"y",12.3209363413538,1.64303304701177
87,0,4.29051703944804,-5.33728236153145,"a",0,-2.54508320772318,-13.9372654991827,"x",7.29977354617517,-2.52989869950628
88,1,2.30554447250141,-2.62248824346753,"a",1,0.176294742745746,17.7726802662744,"z",11.2269824849803,0.307331074704501
89,0,0.0222052434063198,-4.67905096976235,"b",0,-3.91369152722546,-9.95467625077044,"z",13.315880117998,-3.91287723519571
90,1,4.44642285535328,-6.62255842000477,"b",1,-0.00710148358665513,3.18431826751322,"y",14.1148399427532,-0.0237502597352755
91,1,3.98051156788636,-1.34514383516597,"d",1,-3.63592626228407,-5.22983000763289,"z",10.5819119235354,-3.65653373539337
92,1,2.64519087852421,-7.56611038808878,"a",0,-0.962969889930666,-5.12935831884162,"x",11.5290226292412,-0.977389948786127
93,1,1.71619520533432,-3.14078270521062,"c",1,-4.01491090013292,-2.03810440769821,"z",7.84276200799964,-4.00815863061438
94,0,-0.883718228118114,-2.47412612637309,"b",1,-1.7792396597975,-7.14114798135237,"y",6.93247996489904,-1.81410974305676
95,1,5.08195734559002,-4.9464517999908,"c",1,-2.05233381986857,0.663495968476453,"z",9.97531828891523,-1.99146831011965
96,1,-0.800778761441381,-3.33356942288267,"a",1,0.609549305975936,-1.52140981212975,"y",10.5858016051835,0.633644680114102
97,0,7.56199897904973,-3.34130441741717,"b",0,-1.66424426017141,-19.4807675656601,"y",9.73509797487914,-1.62730775460521
98,0,5.59783187855557,-2.43906527062823,"c",1,-2.0371902037451,-10.4448985006723,"z",8.39522031564968,-1.98184389970269
99,0,0.292898922698569,-3.27385091807122,"b",1,1.94303137562951,-10.1868249864848,"x",7.55556926176938,1.8994575289579
100,0,-2.07926270092034,-4.36732566863879,"c",0,2.83834081934415,-10.0488346106701,"z",11.8824883860758,2.80086392697908
101,1,-1.1312196910979,-2.62601191308968,"b",0,1.6869607684205,2.52227908175876,"y",12.0119598202328,1.70010189082336
102,1,1.77065112746959,-2.79906646523535,"d",1,-3.4824850102829,5.89621627499472,"y",9.68172412049499,-3.50168077141499
103,0,0.259924364612879,-5.40485355120369,"b",0,2.05330616519051,-13.3744075942965,"y",13.3621893842923,2.07375258808788
104,1,-0.0426277981931995,-6.1011811509936,"a",0,-2.95707514147941,-1.66851627437932,"y",10.030646018265,-2.95986557382823
105,0,-1.85485570179505,-3.75958369001023,"c",0,-0.643902043963614,-15.3581434082387,"x",11.9542375876639,-0.615664440573742
106,0,0.864916825573239,-4.41094356216277,"d",0,0.968916406625471,-10.456643013501,"y",8.65719288349157,0.904633543407413
107,0,-1.35471340837123,-5.47830866884344,"b",1,-0.92777416078005,-3.612275650975,"y",11.2115322608586,-0.899664067367877
108,1,-4.00382580976441,-3.87410398072745,"a",0,-0.800785607235631,-7.51138231291612,"x",11.3203051527201,-0.874606902682248
109,0,-0.140679560863287,-5.97999478973036,"a",1,-0.249235147538895,-11.4436016249821,"y",10.5793585716928,-0.249968442094016
110,0,3.7569898271823,-3.7581604730107,"d",0,0.355716044213046,-16.0595883338944,"y",12.1819026898465,0.374536039163809
111,0,-0.726040887825176,-4.93739258131288,"b",1,0.322701358146515,-8.49413229349456,"y",9.73319606752723,0.29090709520386
112,1,2.8238929666751,-2.56425358871128,"b",1,-3.95272250773327,-5.58001563384668,"z",5.98784338065992,-3.89269451173713
113,1,-3.85364812486749,-0.363266288257701,"a",0,-0.851296468119789,-1.50212950028,"y",9.32652950962263,-0.842571370453423
114,0,0.833314103426382,-5.37396886553019,"b",1,0.0736770464099491,-13.0065345869002,"z",11.5185372825998,0.00928670242099519
115,1,2.55822161183039,-2.41350374358554,"a",0,0.681480023278694,-1.30595229767278,"z",6.25179077871538,0.743957670535864
116,0,1.90346008650014,-2.76227540834758,"c",1,-1.13472056832526,-15.3107165669726,"z",6.56977239134878,-1.122296908795
117,0,1.31702858244683,-4.10529133645804,"d",0,-1.90530328086834,-10.368896176639,"z",10.0455888462904,-1.91634990895195
118,1,-0.922118024916129,-4.68046956108552,"a",1,-3.23517560319196,-2.39698264105135,"x",10.241237680813,-3.20617561484891
119,0,-1.54911303810075,-1.63703843974377,"a",1,-1.95761449783966,-11.5401237934814,"y",12.4381022547029,-2.00762311494375
120,0,-2.07238637181474,-7.00818672735437,"b",0,-0.743049851285843,-12.2367688717227,"z",9.87707108990842,-0.742983026321737
121,1,1.35293979130038,-4.9647921873905,"a",1,-1.77041209774638,-6.37866127936451,"z",11.0159353823322,-1.75908679889336
122,1,-1.84242384255441,-6.15526516548666,"b",1,0.689405376241156,-5.71652347526576,"x",10.546566708395,0.572553535621744
123,1,-0.471672331102005,-1.90702984158088,"c",1,0.235002461795519,1.47585566990041,"z",11.4889975751672,0.218598910358185
124,0,0.231723423405258,-4.28605514896729,"c",0,-3.71747686937255,-7.86708816204572,"y",11.8323056780654,-3.74510164923249
125,1,6.53158601569662,-4.78700679920451,"b",0,0.134663689596658,-19.606304663998,"z",7.33259397208422,0.148884780302572
126,1,-0.955849705086376,0.776066711099492,"d",0,0.583409316435886,-11.2467047905087,"x",8.63300905350292,0.627937050627183
127,0,1.70615971685457,-4.07505590183144,"b",0,-1.02265397982903,-11.0437637467807,"z",11.8373412599921,-1.01674773515234
128,0,1.23388254869113,-4.66562396779979,"a",1,-0.552991523932728,-13.4586207144318,"z",5.66601638589681,-0.585078183975472
129,1,-1.88556990239039,-3.55020212479578,"b",1,-1.36447661390747,-3.42477038231979,"x",4.86227060964265,-1.36754815190896
130,1,0.786075741629204,-6.35263693113245,"a",1,-1.08677348557322,14.0141207684782,"x",10.2724290257836,-1.12718261490633
131,1,5.33365257527005,-3.2645460359919,"d",0,-2.51408025073463,0.353339771360671,"x",10.0670739909715,-2.55442036099335
132,1,2.35451215923764,-4.14424480161995,"a",1,0.350415199279802,-7.23871647765023,"y",9.30515174763013,0.250278938911106
133,1,1.12369876597882,-3.29721231620478,"c",0,-2.94963318467098,-1.97066252736251,"x",11.6965687334174,-2.96007186900696
134,1,-0.267490497018875,-5.47355595390678,"c",NA,-1.68092931065423,5.54214592613533,"y",12.3845266306818,-1.65741750808627
135,0,-5.15974166462155,-5.53447576322191,"d",0,-2.32727613827698,-8.47413741736165,"y",11.9870776307447,-2.31641831488796
136,1,4.39401164024253,-5.04012199491428,"c",1,-2.24183542871334,-0.684156235792724,"x",9.64678309493011,-2.28377868824867
137,1,-3.38192021277447,-5.15198435963917,"d",1,-1.23711127958714,-1.50480706832509,"y",9.94576639655325,-1.25584917468423
138,0,3.219842532632,-2.05142504997462,"c",1,-1.47050503218552,-6.98107860636042,"y",10.6099267489493,-1.42527734218337
139,1,6.72731070765245,-1.63128165728786,"a",0,-1.89992375836407,-5.54763194690189,"y",5.74758244993613,-1.87035027971733
140,1,-3.3316794829154,-4.2353379295586,"a",1,-1.00686779356525,-0.784871975900484,"z",7.99163822868412,-0.985287874271485
141,0,3.10535300612413,-4.53840484087702,"d",0,-3.66979521615836,-6.20990914397215,"y",11.5937262463596,-3.68264178107202
142,1,0.213407531792596,-4.4935582456325,"a",1,-0.277923264957351,-8.71607196898618,"x",10.4942391263548,-0.280031327074297
143,0,-3.71643247743646,-3.89614528322048,"c",1,0.763692317913704,-10.7519198406484,"x",7.39465143210094,0.719122395869493
144,1,-3.54400296134525,-3.85464364944842,"c",1,-3.06619738406781,-3.67230339170487,"x",12.5779569963237,-3.06464058422104
145,0,-3.80460852072378,-3.56494841835164,"c",0,-3.32620124318601,-6.44017598165531,"y",10.9795612521179,-3.31001822942344
146,0,-0.592719566510909,-5.12001841156938,"b",1,3.96399422022092,-8.97390621754729,"y",8.79529309164629,3.96618666797592
147,1,-3.3852667549877,-5.27034458323048,"c",1,-0.0209855183745655,-4.58729224272528,"y",10.0225840571229,-0.0123995099141684
148,0,3.06375031892748,-2.20438350438087,"b",1,-0.393614146190395,-12.1845353759198,"y",10.1336634712112,-0.489800100049883
149,0,7.30032682157701,-4.82294104165498,"d",1,-0.897014911154037,-12.4193568667925,"y",9.40426145746795,-0.885556630968902
150,1,-2.86109142810554,-3.54543145716182,"c",1,0.485295522241487,4.98852906130507,"x",9.63433353539845,0.472204755095613
151,0,3.36321654242553,-4.085455800705,"b",1,-0.425517877813536,-13.0508485014452,"y",9.70341965293374,-0.475978723144797
152,1,3.30712672300273,-5.436774088226,"b",1,-1.59182390471346,-3.47369551578098,"z",11.3201869186372,-1.6038813391174
153,0,1.99660773685035,-3.11340713588274,"b",1,-1.36495213404408,-13.747092629106,"z",11.9993088726214,-1.35735411195708
154,0,-2.02512982483102,-3.74034268976057,"a",1,-1.1889694126671,-7.84487717196343,"z",11.104218924952,-1.22718685334046
155,1,0.641642180108024,-1.90032496568124,"b",0,-1.13933879154484,-2.87710174293213,"x",13.4917699578711,-1.13848582340049
156,0,0.15881399448926,-3.82381062305952,"b",1,-2.00339774719394,-14.0762942734291,"x",11.2409680285976,-2.0505511141078
157,1,2.68896859966144,-4.49731863730128,"d",0,1.64820304688184,-1.23969063098403,"x",10.6452475243153,1.60493603500384
158,0,-0.117316268311487,-3.58255763004195,"c",1,-0.312355688681023,-4.24867817139558,"x",11.6808907387229,-0.239789844706742
159,0,3.93092016005686,-5.77838747355301,"a",1,-2.04613365897649,-8.53285032515683,"y",9.72857687195822,-2.01517143989012
160,0,-0.123742573301042,-5.2538410800904,"d",0,0.682497469896837,-4.03626766077983,"y",11.4646121754289,0.619324470878911
161,1,4.158134396738,-3.23459012329085,"a",1,0.200456957356263,-5.39964131789413,"z",14.0103441561051,0.190951001054078
162,1,-2.1475310199982,-4.49968135183592,"c",1,-0.775159162365814,-12.7172002701525,"y",9.58382277425257,-0.769912911313334
163,0,-2.78046573427434,-4.0989414195287,"c",0,0.301763734080141,-17.1765113616619,"x",12.0689341295317,0.289465075809527
164,1,10.7231198048272,-4.17283256413292,"a",0,-2.31275799056887,-5.15094584974349,"y",10.0496743646937,-2.26894963289789
165,0,-0.250572764481295,-4.97576892816179,"c",1,-0.897680505124135,-14.0377693607391,"y",8.50421324247873,-0.807328842878138
166,1,1.89468277462215,-7.02803298862363,"d",0,-2.49830940865445,-6.28175991491775,"x",12.2673805900804,-2.52147003289166
167,0,2.90970902210155,-3.47674754473511,"d",1,-2.86762086884719,-19.1846093238699,"y",10.9183275685357,-2.83383154430659
168,0,-0.451341877126231,-2.85754073852971,"a",1,-1.16279730036338,-13.4322599191003,"z",9.36637926299694,-1.11806563655892
169,1,2.55058613294083,-5.93307435302519,"d",1,-0.163950397503031,-3.8231134864511,"z",13.5231837086553,-0.147704314465542
170,1,2.10689358215526,-1.77639592231209,"b",1,-2.32601106136702,2.36258235672268,"x",6.28683628346732,-2.30719710154296
171,1,0.35385847707492,-3.42226776446915,"b",0,-0.850116256568919,-4.64577160627803,"z",9.87428926804755,-0.801069038280537
172,0,1.19587910057595,-1.98753955750919,"a",1,-4.16089224177247,-13.9554798606415,"x",9.58314978473358,-4.15605489195093
173,0,0.897798238784608,-5.43575570686343,"d",1,-1.39347450386945,-9.32269918659183,"y",9.73833072977416,-1.47260507703966
174,1,7.38535569704854,-3.74982806746862,"b",1,1.84133454945219,2.74908901333855,"x",10.2424442383785,1.85922449246754
175,1,-1.22400828881849,-4.15002093840821,"a",1,-2.80283179535945,-1.85052593945675,"x",13.7234726901888,-2.85434242439102
176,1,-2.28798880122399,-2.84723885217734,"b",0,-2.88586404009339,0.296322711915002,"x",5.84900590775137,-2.91035090996168
177,1,1.11336519751324,-4.86378935186904,"b",1,-0.93972291701418,1.97360763031883,"y",12.0744014906792,-0.949303647954704
178,1,1.93144224832941,-4.01514650792869,"b",1,0.569341465966251,-2.98025618223122,"x",8.47931859911498,0.484456981947981
179,1,2.30957043673055,-6.66798872311592,"b",0,1.97221833104059,2.87503998109139,"x",11.8843433618746,1.96487452947856
180,0,-0.375095998133317,-5.16643216430575,"b",0,4.80748145720764,-13.7857116458846,"y",9.10518236172357,4.84296573629393
181,1,-2.18997840191357,-3.81244917450233,"a",1,1.1017864761495,-3.60283795355393,"z",11.7234163153967,1.07687418460904
182,0,4.78955552826847,-5.05948223858234,"b",1,0.842907053107326,-8.71585857061171,"z",9.55615079453522,0.78344739597289
183,1,-0.0489511638606643,-4.06535422871722,"d",0,3.55584823413188,-4.38608883926799,"x",8.77909650455751,3.54377096341343
184,1,-1.59653858796012,-4.70188896088783,"d",1,-1.10184860773893,4.60318376740413,"y",7.54354438174019,-1.1247872198881
185,1,0.29116129317671,-3.08960479575777,"b",0,-0.926698811021343,-1.96965214381736,"y",8.00479125616018,-0.914263866144405
186,1,0.408472316954343,-2.24726753687566,"b",1,0.0065402992248984,-11.0370935503372,"z",9.27423075416725,-0.0183221289483347
187,0,4.32976086914092,-5.23375211921128,"a",1,-3.34017608968106,-8.80123290333796,"z",9.91930146025485,-3.36822662337682
188,0,1.25421187659159,-4.46055483789209,"b",1,-4.17087331085597,-13.6107090144652,"x",11.0286632986612,-4.15656567243947
189,0,3.26216135555356,-1.84035811244539,"c",1,3.11357874807654,-6.71851400999193,"y",9.84749949841065,3.1334125503882
190,0,-0.497876051516782,-7.29838488127556,"b",1,-1.64999148502076,-9.99677518462978,"y",12.4648419553777,-1.60419128473705
191,1,1.6433359287448,-4.4797566876111,"d",1,-1.4157617135861,0.332581559706892,"x",7.52026667079752,-1.3731460337896
192,1,0.0259422655274959,-0.902943573784986,"a",1,-2.48591153197887,-9.94182083434937,"x",11.1097506721868,-2.51213446697295
193,1,1.28375058452071,-0.709614896403618,"b",1,-0.21185480666801,-0.317482311904418,"y",11.8333336441096,-0.175630970580636
194,1,-1.68609007393262,-3.76510701497478,"d",1,0.682281044871378,-0.234158929060807,"z",11.0205302975636,0.629291506047094
195,1,-2.93240459998392,-5.29541342592046,"c",1,-0.957222475746816,-9.48264172851723,"x",9.74192573058968,-0.950820739441055
196,1,6.9916401542439,-3.75181387076434,"a",0,-0.470590612905254,5.4119339447706,"y",8.98926022449947,-0.550081091821515
197,1,2.80212647101725,-4.97916159392053,"b",0,1.40278582985747,-5.78460555737678,"y",7.18077814903554,1.41897400279227
198,0,-2.75381408487483,-1.82077407656277,"d",0,-0.521536154027586,-11.2225473763683,"y",6.91268259386824,-0.564473300978664
199,1,-0.833497750041263,-5.20972398355457,"a",1,-1.62268694435401,-5.40480519046516,"z",11.3972404503827,-1.62563953503371
200,0,-2.55644025379193,-3.44063260718688,"b",0,-0.621220162893018,-13.9277001477759,"x",9.36374785773966,-0.610258840600297
201,1,7.59643104665116,-3.07022488814696,"b",1,-2.18465269209599,-0.792053763443966,"x",6.97141054435351,-2.24464749445193
202,0,4.93723892930053,-5.13626524104377,"d",1,-0.296223832720939,-13.1613439048802,"z",11.030758771512,-0.260311623891235
203,1,0.204564829910941,NA,"d",0,-2.2958515682967,4.34394348007575,"z",11.5792135930395,-2.25199207299951
204,0,2.62958217769627,-5.12189495637446,"a",0,2.28785089055335,-22.5936526855696,"z",5.69799364939234,2.29894534161991
205,0,-0.243019843756579,-3.05464025551903,"a",1,-5.47304780876192,-14.899680978349,"z",13.6764375726557,-5.52245482840354
206,0,-0.428740683846735,-2.35500755034467,"b",1,0.302588271621357,-8.70676713968004,"z",12.4701709952435,0.243201198228398
207,0,-1.36580851355073,-5.48266438357481,"c",1,-1.47605444592182,-11.6055801597657,"x",7.46748073609192,-1.53619550524922
208,1,-0.783851802378533,-2.3380074385306,"b",0,3.4742976162996,4.77556137059647,"x",8.39155796390153,3.45644471616951
209,0,5.95272240201007,-4.73429930681862,"a",NA,-0.968926861374619,-6.48340777540804,"y",10.4166989666936,-0.973196524673163
210,1,0.837915624743679,-3.55846991734455,"b",1,0.463674720798784,-3.16156467500166,"y",10.7288239133621,0.477799671392917
211,0,1.35773570928275,-3.69724379156685,"a",1,0.273787938408678,-0.341043541350756,"z",7.61893357338273,0.305616378059396
212,1,1.73106228879728,-4.6407945795073,"b",1,-0.00465518132644549,-4.77697638914348,"z",8.72579003857927,-0.0253944564142133
213,1,4.69742763545601,-3.59784569500332,"a",1,0.536239670701309,1.68808030108621,"z",16.1674790778231,0.580283329414586
214,1,-0.548191492834341,-5.84564638813576,"a",1,3.49482746776818,-2.48227018502295,"z",11.8749963436646,3.48003674433335
215,1,-1.97752145117611,-4.20420530827745,"c",1,1.35501764736134,-0.414289566485428,"y",12.7810759736515,1.29498737584139
216,0,6.02709079720957,-2.76131375250224,"d",0,-0.10715170224484,-17.888059714839,"z",8.41315033295995,-0.078612110732625
217,0,-0.323489650715857,-7.26118697384397,"d",0,3.08053243797487,-15.0105738725671,"z",9.3847345534096,3.10281161322188
218,0,-1.16919790981962,-6.23188928103738,"b",1,0.666395498379919,-23.8112598878928,"x",7.2972443157139,0.671113544982994
219,1,-2.70881935664988,-5.74290633639546,"d",0,0.800667198203312,-8.02618290995139,"x",10.7248745630787,0.820315162118959
